,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
72097,72098,B0019412IK,A6HMKIT00UC7X,L. Bullock,2,2,5,1253750400,great substitute for non-fruit eater pre-schooler,My son doesn't eat much raw fruit so I've tried many dried fruit products - this is his favorite and so easy to put in his lunchbox
327580,327581,B000FA3L0G,A2WC35YR8YBZP,Russell M. Van Tassell,3,27,3,1155081600,Great with Liver!,"Great with liver and a nice chianti!  Be sure to invite your local census taker over for dinner, too!"
497242,497243,B004E4EBMG,A1IQV6AI7L9NOK,Feelah the tigress,2,3,2,1322611200,"Good Concept, Bad Execution","I regularly drink herbal iced teas at home, but I also bring powdered flavor packets and bottled water to drink at work.  I much prefer the flavor of real iced tea, but flavored water can be a good convenient and cost effective drink while away from home.  The MIO flavoring is a good concept for flavoring water easily since you don't have to deal with messy powders  (which often seem to spill and go everywhere), but it has some flaws that keep it from being a great product.<br /><br />I have tried two different flavors of MIO, and those were the Mango Peach and the Peach Tea.  The Peach Tea is much better than this one.  The mango peach flavor has an unbearable acidic aftertaste that is like a really unpleasant citrus kool-aid.  Ugh, I can feel my heartburn forming even now.  However, I could probably make myself drink it if it were a great value...<br /><br />So, let's talk price.  These things are not cheap.  They are about $5 a piece and even though they flavor multiple drinks, I ended up having to use two whole squirts to get it to an acceptable flavor level.  This is more than their recommended amount of one squirt.  So, really, the value is not that great here.  Honestly, though, the acidity is so high and unpleasant here that I'd recommend just staying away from this flavor.  If you are interested in MIO despite its price, just try the Peach Tea one because it has much less acidity."
566410,566411,B004R8L71W,A1EE6LQS3OPY6R,"DynomiteWins ""DynomiteWins""",0,0,5,1317254400,Totally worthwhile substitute for the normal Kraft blue box,"I'm a mac'n'cheese fiend.  I love all kinds of mac'n'cheese from the powdered cheese-product variety to the real deal made with cream and endless cups of cheddar.  So, trust me when I say that you won't be able to TASTE the difference between this Vegi version of the Kraft mac and cheese and the standard original boxed Kraft mac and cheese.<br /><br />The only thing I noticed was that when I was cooking the pasta, my kitchen smelled as if I were cooking broccoli - so if you're trying to hide the fact that you're sneaking in vegetable servings from your picky kids (or in my case, husband) be sure that you keep them out of the kitchen as the pasta is cooking. The final product was totally tasty and there was no noticeable difference in texture or taste from the original."
77109,77110,B001OCKIP0,A30H2335OM7RD6,"apoem ""apoem""",0,0,3,1244937600,Ordinary Granola,"This is a rather ordinary granola. The chocolate added a nice touch and helped boost this granola to a higher rating than I would have otherwise have given it.<br /><br />It was not overly chocolate, nor was there so little chocolate that you couldn't taste it. There seemed to be a just right amount of chocolate. My children and husband agreed.<br /><br />The granola is very crunchy. The pieces were very very small. I tend to like a granola that is a little bit more chunky; more bite to it. The taste was fine though.<br /><br />This is  a fairly healthy snack with a fine taste. It is not an outstanding item but certainly worth a try if you are looking for a fast snack."
282032,282033,B007RTR8A2,A1W415JP5WEAJK,Roberta Karchner,0,0,5,1343779200,I am enjoying this one,"I had fun testing this shampoo because of its fun and fruity, with a bit of floral scent. It is a very thick shampoo, so I just used a small amount on my short, but very thick hair. And I usrd it in conjunction with the matching conditioner.<br /><br />After using both, my hair was ""squeaky"" clean, and had no heavy or greasy feel, it just felt clean. I also tested the shampoo on my skin, since it is aimed at the scalp, and was pleased with the way my skin felt afterwards.  Afterwards, I did a ""scent test"" with my husband, and he found it pleasing.<br /><br />I am not a chemist, so I don't know about the Nutrium 10 claims, but I did enjoy using it and was pleased with the results."
339753,339754,B000SANS0G,A3BGSQWC19BTLS,J. Chorney,1,1,1,1312070400,Where's the lemon?,"Such a disappointment! The first requirement of a lemon-flavored tea is that there be a lemon flavor. The reason for Richardson'e almost total failure to achieve this is seen in the ingredient list, which starts with dried honey. While there is a hint of lemon eventually, there is no comparison with Stash's Meyer Lemon tea - which uses Myer Lemon oil, as well as lemongrass, to assure that the advertised flavor is present. I'll be pitching the box."
119838,119839,B0009YUEG2,ALQ5H21XVQLSI,Gezellige_Poes,2,3,1,1332374400,Expensive ~ Go To Your Local Feed Store,"I am continually amazed at how much pet stores and retailers selling pet supplies charge for basic stuff.  Feline Pine is no exception.  I switched my multiple cat household to pine pellets, and for the first time EVER, I don't smell cat urine.  However, I don't buy Feline Pine.  Go to your local feed store and buy the 44 pound equine bedding pellets for about $6-7 per bag.  HUGE savings and the same stuff!"
539060,539061,B006ZZC0FW,A2NVX117EFIW7Q,Bing,0,0,4,1285286400,Great medium roast brew,Timothy's Italian Roast is a very good medium roast coffee.  I found little bitterness or aftertaste with it.  A nice smooth cup of coffee.  So many choices in the k-cup world. There's something for everyone. I would give it 5 stars but the name says Italian Blend.  I would figure an Italian coffee would have a darker roast.
60274,60275,B001ELL3LY,A20AKX4CW4LKFF,Becca,14,19,5,1299542400,Best nonfat dry milk powder ever consumed,"When one reconstitutes this milk powder with purified water to remove the herbicides and other pest controls building up from Genetically Modified herbicide tolerant crops, they will find this tastes just like the fresh milk from Organic Valley's family of small farmers across the country.<br /><br />Reconstitution means a good job blending in a blender, not just stirred, because this is non instant powdered milk. It will take a bit longer to prepare, but the taste is worth it.<br /><br />I will not purchase herbicide tolerant crops for my family.  Yet, the USDA and the Obama Monsanto Administration has deregulated soy, corn, cotton, canola, sugar beets, and alfalfa (the latter of which needed no herbicides previously) to be incessantly sprayed with Roundup and other dangerous weed killers.  This means that the crop fed to dairy cows, horses, and other livestock will be contaminated with foreign organisms (not plants unlike hybrids) to make a patentable plant which Monsanto owns for the purpose of forcing farmers to spray more Roundup, so more money can be made by Monsanto.  Less than 7 percent of all alfalfa had been sprayed with herbicides previously. But, all that will change if the dairy industry purchases GMO seeds for alfalfa.<br /><br />Our potable water supplies all over the country are becoming contaminated, although studies have been blocked by Monsanto.  Where studies were done in other countries, like Denmark, it was found that extremely high levels of Roundup (or Glyphosate, the trademark for the active ingredient) were building up in the potable groundwater.  AND, they are not planting GMO seeds, unlike the USA. Because of their studies, they have instructed the Danish farmers not to spray with Roundup for at least 3 years.  But, in the USA, farmers are instructed to read labels and are taught to use chemical intensive agriculture; studies are blocked from being published, and even physicians are not given the right to know.<br /><br />In Taiwan, a study was done on 93 persons who tried to commit suicide by ingesting Roundup. The symptoms were very much like gastrointestinal reflux disease that has affected people all over the USA who have consumed heavily sprayed Roundup Ready (and GMO) crops.  Even babies have GERD and the causes are unknown because studies have been blocked by Monsanto.<br /><br />Monsanto's presence has been at the USDA, and Michael Taylor, first a lobbyist, then the company's Vice President, was appointed to the US-FDA by the first President Bush and has been there ever since. Myriad Monsanto employees are at the FDA and EPA making policy and their policy only benefits their company, not our health or the health of our children.<br /><br />Where studies have been done outside the USA, researchers and physicians have found growing levels of new allergens, toxins, new diseases, and nutritional problems with GMO plants.<br /><br />Organic Valley is committed to growing the best alfalfa for their cows and for that reason, and since organic agriculture prohibits use of GMO seeds, I'm buying all the Organic Valley powdered nonfat dry skim milk I can find with its long shelf life.  I will not give my family GMO milk. We will stop drinking and eating dairy products, once all milk contains GMO's because pollinators carry them from crop to crop or the wind blows the pollen well beyond the six mile limit claimed by the USDA.  We will buy Organic Valley but not heavily sprayed herbicide tolerant GMO alfafa fed dairy products."
188847,188848,B001E0TBA0,A82VC4BRSC616,Mr. Richard H. Hansen,1,1,4,1339200000,it works,i bought this product because of a recommendation and the reviews from amazon. It helps me regulate my weight but has not noticeably helped with my pain from muscle spasms and tight ligaments. This pain is due to my severe allergies which I have yet to find a solution for. I will continue to use this product 3 times a day.
491838,491839,B0018CIO2U,A269DVWF0QY33W,"James Gentes ""thesocialbusiness""",0,1,2,1263686400,Not as good as real bully sticks,"Quick summary:<br /><br />* Dog devours these things in 15 mins - no joke, they claim to be tougher than bully sticks, but they aren't even close. Not sure what they are made of, but it's pulpy inside and the dog can get through it quickly.<br />* Dog seems to get the brown color off of the outside - it ends up looking like it's painted on, so only the white stick remains. Not sure what's up with that, but not natural.<br />* Dog simply doesn't like them as much as regular bully sticks<br /><br />I have a Beagle that eats everything under the sun, but she is kind of picky when it comes to bully sticks. She likes stinky ones, and these did fit that bill, but the reason I purchased these was to try to give her something to chew on for a longer period of time, and since they say ""One tough chew"" on them I figured they would last for a while, but they didn't.<br /><br />I have to say we're going back to regular bully sticks."
